gender,heightCm,weightKg,trueWaistCm,trueChestCm,trueHipCm,imageW,imageH,frontPxLeft,frontPxRight,frontPxTop,frontPxBottom,frontShoulderW,frontHipW
female,174.826064895249,70.07649179005023,78.82204103182882,95.38772721298028,90.78448779850538,720,1280,259.3455599295372,462.0511217939037,65.45184778880463,1236.2935350056405,261.6698399183602,245.8642484782623
female,151.7056234792326,87.72293791489119,99.29593997112971,122.14034055347432,114.3853882832272,720,1280,216.21799638031555,503.20385836809874,74.77027746587584,1237.464881980246,374.5869268507189,353.3850056914712
male,164.28078494424568,62.385776385706606,75.47039181227495,88.3623340764035,80.37808354436805,720,1280,257.84236402011544,463.6347468537971,67.21853415959038,1238.2364116439405,281.6153071516546,233.83863486093162
male,176.95001422248524,85.9323320414059,91.68544730580521,106.00949882797153,97.1922712742104,720,1280,244.73430396912116,472.58625776255417,65.98348676154502,1218.9410051197506,312.4171955074717,263.0675943959073
male,175.74774373523437,66.5066616032488,78.55603139198615,90.57990883038129,83.82683509498645,720,1280,260.5178290092644,456.1224905480563,75.2467454743669,1225.1691330473286,268.9259036753992,223.85172405075892
male,175.85552646726873,65.22550505659757,75.56483958756532,89.0919172181831,78.6897129315703,720,1280,267.0114397555171,455.6572429738831,85.88274888440037,1233.5917860386335,259.0400218561116,214.71962109975573
female,175.71652151884535,74.9508493075102,83.693575155589,100.9885302673684,95.97809574336948,720,1280,255.42019243832738,464.32511179976353,87.06272553900932,1221.0817320572664,267.3039113915931,250.40216111861682
female,169.76040562068482,85.4132963498487,90.27985144307704,109.7635050406731,104.49242601396912,720,1280,245.40192169724926,476.77335821340705,69.57005620432949,1217.2596812131246,300.16997545207744,283.4078015784435
male,172.58767549764337,107.82487585019176,106.54956233125974,125.08658161025608,113.5170134681492,720,1280,222.40086335016116,493.8614427020608,64.30418182753841,1220.1180682555328,376.2616344110765,313.7713006472443
male,176.37336464376938,64.25558063004453,78.14009074598322,92.00680773854154,83.37129255509252,720,1280,262.30185179685736,457.26450737124367,67.13925558768216,1238.4660135461618,271.92642368990727,226.4231017584777
female,173.04335846049082,72.19432806342101,82.37782866113959,99.42369292293981,96.71976012947205,720,1280,255.43292055325725,463.34180466798404,84.63489391017416,1219.7860749316394,268.67768697944535,249.49428273586548
male,183.68955877699216,106.77073696178861,105.29680102217218,122.57387433564408,110.95317404912963,720,1280,231.44470001193986,486.1054689055494,64.44758576599219,1236.8617083003137,354.31573003181984,293.7441433096668
female,158.99006327015255,63.714601813404514,75.47652101578161,92.91015165392733,88.63104032273418,720,1280,255.72591036452786,461.1509951532105,83.12552077748248,1218.274165225027,267.7701847513938,249.49452229945317
male,180.6815221644373,80.32384147303881,85.85294580994696,99.69368653024316,90.84669429420333,720,1280,259.1932649176151,460.54605062835174,88.37573253757961,1220.3143636042967,282.705963982968,234.8442396129294
female,171.30573590583464,84.36467584475014,92.01137268308534,110.85518532878095,105.97668560716367,720,1280,241.52946565268402,478.7053792059556,87.70663712937817,1232.8213546078605,304.28796013855623,287.206604964335
female,146.9347991807828,85.23449112591558,96.55858478485608,117.15159846776527,110.95660110998874,720,1280,215.79595232422713,502.2499441677905,81.31358570910288,1226.7871669853762,372.08815843200955,351.17103577535977
male,163.08803494861024,97.57113644594574,102.82783852027457,120.68348961020122,110.39697275527568,720,1280,223.2643963748614,499.5038021644226,83.43749621554483,1232.3709521115534,378.38698857214797,316.7310387499892
male,173.08638734633334,94.31262184362848,98.38238496003535,113.72957764541962,103.66752944104135,720,1280,236.56247986616793,485.42869105334654,69.75986686645142,1224.210327539078,343.7453981877716,288.48192750255004
female,167.5986145415835,86.08459905139028,91.12679491725906,111.3942899149439,106.07971608930187,720,1280,238.1591817514057,479.656946172727,71.24264303577375,1232.4523512262426,312.1599949707009,291.49533444335566
female,179.84399047017592,54.186638119539396,72.59988203508547,87.92583446435647,82.91838816352573,720,1280,272.9760224448663,448.4441062248868,79.31515732638834,1227.2959960056032,229.85476303432557,215.75261713810357
male,182.77921855208547,86.47547785164288,90.49448270945402,106.28824640058586,95.35027596896772,720,1280,250.17011799228635,467.79345893134035,70.29223482338078,1234.563518622972,301.7097079270892,250.16534809467973
female,155.4242568442752,49.6096591025327,68.65818435393481,85.08387742711157,78.46368169623551,720,1280,265.1267027062342,455.2919222967898,66.82812184850962,1216.756796270796,252.95195672045242,235.51078016865563
female,148.9259701743474,71.00445675102786,83.18243434888953,101.30369723751791,95.89867544375338,720,1280,238.31471439611525,479.5348434759384,88.95844045054014,1232.704489373807,316.51890687947264,296.44651400106994
female,171.94448644041688,76.35631596542814,85.76003201896667,104.03217751693698,99.91196230295807,720,1280,249.9669560444012,468.5210086108512,76.82591983983733,1224.1737715396118,283.59233119558877,263.72994329998306
male,181.46508580640915,61.28971807156545,74.5373565852539,87.70669719495604,80.02749723374143,720,1280,268.64559723922355,449.7773332043404,85.377367890066,1233.8183584356987,245.9802976866481,206.01658862923898
male,181.09719058320835,93.54429985408791,96.01704447285454,110.67005133805591,102.89627907574985,720,1280,241.03117973810654,477.6706648280809,71.9528986396034,1240.8657513650498,325.3297910133494,271.5838152123088
female,152.091071509422,72.41009998740029,83.28308651191897,101.46953272459128,97.22581835694648,720,1280,238.71691620731323,479.9411299480123,64.95821773176532,1234.8952301244599,318.57149888028414,296.99445194895895
female,156.83572567819076,48.99455988211644,67.74970376246272,82.76388491663812,79.78001778847865,720,1280,263.45464235362726,454.5013563744796,67.60156641925694,1219.8443844783196,245.46560087193967,230.13643906144245
female,156.6792802099186,80.56855066829525,88.69699653201685,107.805892238545,102.1303943942186,720,1280,233.09341255521434,486.53482801782104,68.29955836295566,1237.021913999708,325.3692618898938,305.59077958749464
male,187.6261085673513,52.239986410896286,74.71660672968173,87.31528144392094,78.33305361134421,720,1280,273.0951829136917,445.43141006475565,73.56350058745151,1219.9727945099144,238.09633314589402,199.1001313473448
male,169.4752906151705,95.82621986125984,99.68155433009002,116.55443721853624,105.05579634457875,720,1280,227.61230597965897,489.3293970711954,70.87702262604653,1239.0495206654268,359.21565255540844,299.5864803079273
female,167.60530365967767,85.24829629539798,92.65222265255132,114.19025438288612,107.10710870588332,720,1280,240.2734050005453,480.5811081869924,74.36167875976167,1219.4654331834383,311.9522869564114,294.02231665873825
female,162.98906187790584,43.92440734035213,63.507811234783674,77.61651210182954,73.7065143645273,720,1280,272.2129608653624,446.1227249604297,75.47553551509512,1236.9811008481583,225.09236644238268,209.7447766046938
male,175.42260159589276,64.00700109027625,77.24744984832006,91.01871347424515,81.21939870031119,720,1280,264.34209630805117,454.777193473464,88.20407501545378,1227.5745232445288,262.10621773419325,219.95332386697655
male,181.70047929004414,97.4526919735448,96.03321124228037,109.96986456338881,100.7839718252001,720,1280,243.4609600393963,475.0828830417163,73.9419168088808,1238.7249989733962,321.60402548222396,267.88426271565714
male,192.39723678102933,103.46548216836722,99.13479010466772,116.08830579127525,106.25635270278133,720,1280,250.74408844491438,471.538250362174,87.64672800863792,1217.6641146772217,304.0366434080892,254.98628069067894
female,176.23524257704838,42.62903667167979,69.07351750307635,84.1991246932539,78.99892033845396,720,1280,277.030004551029,445.93668852601576,87.1368454131458,1224.5634267463456,220.17985055112493,206.24212181256843
female,159.7426686526423,73.04904531868112,84.70245151099893,104.36288423390613,97.77970798750174,720,1280,243.39020348331817,479.6181568632544,70.35096968990993,1237.3106315365978,307.70846812014986,287.6666778713826
male,177.98328105244423,79.21406882359086,85.60656408814371,99.66525577724704,90.17112404322376,720,1280,256.71433728307113,464.02401196972045,84.06605559891445,1227.942828189623,289.66424249555627,240.5318489840871
male,166.3779928787881,102.53495876891404,105.11191859379007,122.84349344767318,110.69382150334584,720,1280,222.26559242051508,498.43941012047776,72.74813185530603,1235.829006422649,385.6471049470481,320.38876089188074
male,174.15478406623916,87.6711588627773,92.81478541315619,106.69243836226386,98.95146687706736,720,1280,244.78598966249442,474.77012647342053,87.21839738647589,1239.3744344935785,321.2911580031202,267.64490921670836
male,192.78257816718747,68.62192560452752,76.77714266647828,87.98965914439806,82.69750216112165,720,1280,271.1844069343504,448.73414754024986,87.76767951540306,1235.199632671877,240.78073418535158,200.30240526070884
female,154.4377870471762,42.85896390343089,60.8607247563355,73.97438391711927,70.94663747071144,720,1280,273.91838498425966,446.8721321005796,86.09575244458969,1237.100740268948,224.79748127225827,210.17359713265617
male,165.55723831850767,88.51644686449615,93.5703106113938,108.78622033302472,100.31189175663735,720,1280,238.11862656762523,483.49324025352234,69.70456025417167,1218.3319238473614,340.06172200933287,285.76686349634576
male,188.4224799098917,72.49848115913585,81.5866722256838,96.0453288826948,86.07292152259286,720,1280,262.11867443046276,455.5557533500708,64.24192095479343,1228.9572688924004,266.0000425954327,220.85491998703645
male,168.92134650538267,65.82728731204764,79.08346978333621,93.08661820384224,82.7987336119748,720,1280,256.86818485961066,461.1604331033461,73.77336343181818,1220.2853008658308,281.56010900927174,234.84419335753256
male,172.94038734729207,103.71325636216613,102.00379562021611,118.45446659259302,109.27064496728893,720,1280,231.7680873748843,489.25356121087367,86.19947423038798,1238.3806057442307,358.4375793254498,297.37491580813844
male,180.40421132195405,86.25851145628178,90.32067026040092,105.9755358556899,96.4340587294022,720,1280,249.30663151839659,471.1615429444273,73.12239082710451,1233.5775155993508,304.3422283193824,252.66816532295292
male,159.08669008980493,62.19345157958415,75.41116044893634,86.17372099095317,78.71628338344168,720,1280,255.09922230096834,463.46678217035156,64.57877505932372,1221.7166631108885,289.34094933245376,240.1838343943686
male,175.29249301095467,94.01170309238353,98.15081142971573,114.69059764528659,103.5925465033356,720,1280,237.2617582064541,481.9239964675392,87.86031932837149,1238.337791158947,337.3457887795097,281.3342972826052
male,184.52498237771624,97.4790708468962,96.83926079681095,112.05206576977602,103.36214581227958,720,1280,246.15508160507153,476.5575327093356,79.12442412416308,1231.8537344631936,318.763820325244,265.5870992611865
female,150.78309800225804,69.3477394170516,82.26418046519115,99.35062598529107,95.71951318191296,720,1280,240.49462902553958,480.40293698675805,71.80822752401721,1238.135940674481,312.8306607794754,295.96389358790873
female,162.05401631500501,69.03113693265355,82.01147595933696,99.38295704365616,94.18935395307827,720,1280,246.510420177028,472.2566944516635,74.98505864254179,1240.1382498239577,291.0037207406016,274.478335979582
male,181.2942561081149,85.83637273197488,89.48048532496196,104.36314867635716,95.7591112241748,720,1280,251.22305178507466,467.2533812876834,69.35236292347054,1226.8696093152546,301.5707369680106,249.75428830132103
female,172.93735461143788,84.02620766356907,88.42820509484551,108.7323658069197,103.61359125570127,720,1280,248.49241718687182,473.59541396463834,64.86488981672416,1224.0665481622773,293.75130517397554,273.6134042460095
female,151.2797289395319,73.72348118803689,87.4634589423477,106.92304854762936,101.11604386381755,720,1280,233.03968241734776,486.6202654296061,83.20488643965284,1224.411154065004,325.1990819953865,305.78627036895165
male,184.03347809315557,51.27128676943529,72.96521404978702,85.74403303740343,78.1316989526489,720,1280,273.0198841469734,447.5436304259281,86.03398972899677,1225.0721382814106,236.85843580248203,198.45715533304016
female,171.65539858671994,61.105739241616675,75.77055244924114,92.88548308360299,88.89868634615205,720,1280,262.5009057004901,457.52581892295814,79.63782939751934,1218.7616068155698,246.63229077869383,231.55292454084164
male,186.58168149603398,104.93401070321544,101.87568892922634,119.58476804858451,109.48312209317001,720,1280,240.8544560761455,478.93580415231327,64.64424440685175,1223.1261009054026,333.51399327429976,275.26761781096764
female,178.42506895937765,49.02537271550601,70.23822927524645,85.94461855935594,79.9960373949766,720,1280,275.6354946153799,447.12957378754885,86.36562590199179,1229.1541911786887,222.62606401895607,208.9924665110429
female,160.2735191396912,65.71026678012159,78.65391892337611,96.16688274261574,90.84354371597568,720,1280,250.31178022673097,469.75156176782036,75.19984322055548,1233.4621234794852,280.3302327597974,263.6780069830005
female,159.72824867459005,94.17773059499572,99.80460182581773,120.9789594661035,116.37697708669305,720,1280,225.3265070289771,495.4132456685409,80.50550589236877,1230.6047348559248,353.359305709495,334.6561890713859
female,156.09601089283214,40.611943979925016,60.56094641832438,75.14096130353235,71.64972523132008,720,1280,274.20097864963566,445.1420864299662,78.11712209522354,1228.6310638907523,220.7911811067807,206.99037324307443
male,184.50383564090134,68.27955479168548,79.08167169556397,92.34547077194,82.64164250810089,720,1280,264.71555508250304,453.4859080083803,64.21230980011833,1225.3991982102714,261.75055239299263,216.7184231646172
female,179.814887042117,89.01114859891601,90.49716879928158,111.83699272182005,106.14045230577172,720,1280,248.2536895366088,471.3757205910508,66.00705887436607,1223.8194235972085,287.0831086080899,270.31986446607993
female,159.3754814896775,61.60210090509483,76.83898138735387,94.33453631527138,87.75910250366327,720,1280,256.20351032675177,465.2408406123301,88.96142655977823,1228.1426926887377,273.19952044814454,256.29283480138884
female,166.31008343380884,77.47454190490762,87.79236241411115,108.24998897810761,102.18085371453641,720,1280,241.75173588089646,474.9757405421111,78.16714154541914,1240.884570030647,305.1408196225583,282.92808968320816
female,146.46677525641175,56.42298387898444,73.72010019041727,91.33560912734221,85.24962025716437,720,1280,252.36532211977462,470.0896006327457,87.59946429258918,1220.0527547140673,279.90779549280467,266.37850694505704
female,156.9297669413269,46.481327358914,64.46001254057013,77.51258806331765,74.61018574000396,720,1280,268.79718387486776,449.90786147754466,68.91215930739466,1222.1641525115317,235.98049026377356,220.75584688611647
male,164.461564765311,75.84871388496245,86.34045988295517,98.9906944869026,90.65994005304916,720,1280,245.18492338532573,474.75443214243495,77.73660167992219,1216.988585546216,313.6182413925628,262.2399473259893
female,153.83768000512018,86.52599265146847,95.67691732758891,117.08013221596552,110.5045052575648,720,1280,227.71550595892535,495.12618899694024,89.57070988958277,1223.0499723337684,350.2114008651296,328.4155104163614
female,171.95769642471834,68.67592725336806,78.00427728823465,95.28555938095569,89.0715181726183,720,1280,262.06736469352325,457.81086954715704,89.00690144560421,1230.359699856297,257.8906660502356,239.00853656258693
male,155.7293628954797,67.52614748275869,80.75850477534655,92.398038517295,84.7900467637645,720,1280,245.6116723436497,473.7369212835283,65.24195294975846,1233.8613052903258,317.56690130498515,263.6737018165911
male,178.88241061253925,67.14246915639127,79.93781645440534,93.19413767574427,84.86284214165968,720,1280,262.26656166319316,456.8907080747951,76.0680826855448,1234.8543344360573,270.2277741277022,226.2928083120717
female,176.5396031361485,92.12016756556181,95.38957648058361,116.16018160660293,111.54587725225916,720,1280,242.10848666399747,481.5532693217811,67.49322360767796,1233.4343513600606,313.44183631685644,290.9273968967223
male,188.1776761426932,53.50825682148803,74.43088937572278,86.66960199286055,78.02148176350458,720,1280,274.22165469722506,447.14098789872463,87.2101539785964,1236.5657716869525,239.91616428803584,200.17342478625778
male,158.45367208159638,64.04409214984214,77.866187064538,91.46985577547895,83.3907311972573,720,1280,256.08013521738496,467.04440303518,89.35105234332019,1216.330747104279,292.24153203545563,241.848426032853
female,175.6562472286658,40.04142575765879,71.53291953453974,88.563664012681,82.79523651259346,720,1280,268.4800807131329,450.85413457165066,66.83243868727531,1233.0789788124366,235.21189541835446,218.75000430575147
female,169.75248707977886,40.846860565545725,66.19173848907555,81.42384151699508,77.16001912144583,720,1280,275.37251724973305,446.05555415504534,76.42247129883384,1219.0929100385365,219.07505077763963,205.54412134418274
male,194.33749633749795,51.2497437829867,77.0062576934683,88.76796792531012,82.38609304061005,720,1280,273.26141968191166,445.91394172763506,80.56957766092012,1240.1717547034486,240.65888053973057,202.80012177201604
male,187.47427130804152,98.14093443318518,96.91740281454527,113.29136810687993,102.32527869488865,720,1280,245.56486920435157,473.55173227941265,83.97953590700814,1232.44534071677,312.79578803808124,260.1382975456912
female,162.452223249775,71.39570293217362,82.44822909501552,100.37673367114796,95.61328616810971,720,1280,247.89309267697277,469.46370299057776,67.23645081477852,1217.695185245169,287.57423284716043,271.34991060298404
male,190.3028981925346,75.37277220060642,81.835841283094,93.75050868681488,85.58435254612372,720,1280,267.1307001826888,456.0605982673979,66.54685400475446,1218.9251315225026,262.01036193927655,215.54153298792184
female,167.42349828543905,87.09887244686334,95.0592201067058,114.98590336416706,109.65190619006658,720,1280,237.9873855904349,482.0928124409225,88.29294302943751,1218.1165242743664,315.8806815808197,299.37790274256866
female,171.18635380694758,81.94450216074003,87.10264624953545,107.11253288943853,99.60331741700769,720,1280,248.2605178689318,473.54444374052514,68.99813838961872,1225.5025922241623,292.8902190144036,272.9079440835634
male,169.15234155902598,90.40674185226769,94.77337302906172,110.36381261776752,101.85790303922361,720,1280,234.8482053948286,485.33490390762984,65.1208750733494,1223.0050254162059,340.3928198985802,282.798858884637
male,175.46748705329495,80.26238607975112,88.30387850575764,101.27496649207087,92.8140999919159,720,1280,248.81275498383548,473.6584378255992,67.84414071486708,1241.4090542394438,311.94871257447903,257.8590976809279
male,181.75429148705695,69.96038901007111,79.76045018697343,92.85300962567804,85.8999071439532,720,1280,265.2053835179898,454.03172542760655,76.75406818617348,1227.3016845349568,264.02172000735834,220.65168200155364
male,177.73351175836723,106.64943778363983,103.24312630515726,118.95782118308549,110.6465547281387,720,1280,232.80060276017284,484.7348774488347,79.7974220455309,1225.1580112611116,347.90468175962377,292.400289571271
male,168.54186493396713,104.12354347690012,105.3048559490096,122.40439261279812,112.77986245771955,720,1280,224.35349811938877,495.7669886118158,76.79553842719503,1218.60444802397,373.2136421089564,312.8413045312816
male,174.37353520653824,79.92278828517549,88.89974957299614,101.6466919375892,93.34681806132465,720,1280,247.98429581221248,472.6289273319123,71.30730434309893,1238.7170429039834,313.1928982369549,258.5375097113073
female,167.2965050947073,59.874943868168174,74.42312301870162,90.87174002408022,84.92336949466369,720,1280,262.03638672065716,457.79718419143484,66.48430663663291,1216.7229037288944,254.42977212774863,237.0618731677561
male,173.93409365714433,61.639759970155865,72.81337979940707,84.6521702341331,76.30614727196316,720,1280,267.60986628040393,449.7754429751452,83.64173089625189,1235.3952886659615,254.56866571840573,212.81017830741575
female,171.55111193416093,87.84247978305915,92.03400074896042,111.72218841048617,105.63835302905899,720,1280,240.69654022275657,479.35096620690217,65.73765374958661,1221.7890198807665,308.0123041581603,286.1468787661581
female,151.46582984423094,61.622546024946416,74.99486039312391,92.07502759264861,86.32061079330444,720,1280,254.3004293345589,466.9211594490152,88.96092546628347,1229.474539872152,280.83355022459114,263.7792114990335
female,174.34445730225121,51.55669161089995,70.59160388150373,85.20423515092283,80.7691600212388,720,1280,269.8996270525306,448.12640910082564,73.68567640500301,1227.7445501926313,231.8538938034957,218.31170815424176
male,175.57120994636918,97.12716524372918,99.81312431222,116.4069761048422,106.3789953938502,720,1280,233.98111665366565,483.7415140658779,76.79644617970919,1225.7412862733772,344.54067314364335,284.19134507489406
female,148.72170474385348,56.759010123631455,71.4205159433516,87.04827026896331,82.91227126334148,720,1280,253.98207552766826,464.970912342919,85.78013959570441,1230.7084588926657,270.2447142892046,256.3864836684031
female,150.35882333139608,85.24986756164124,94.05998170055139,115.62111156407302,109.27589980853256,720,1280,221.92150380869342,499.54777924918113,68.15544564336493,1226.693657843173,358.3073204515333,336.53226072480095
male,164.5698976289138,106.69322695196995,106.34728130187692,122.3905923213492,112.78775288579999,720,1280,218.96767088524297,499.3721929274836,88.19630539308608,1235.2721487563451,390.73078317572987,326.06938335035056
female,165.5460679881935,76.8323904962553,87.84554976210887,107.34993073674792,100.98003834539129,720,1280,244.9888646915011,475.6192935988927,76.68892441650307,1227.3409156668888,302.9114508027296,282.0477713907258
female,178.37057406369328,63.42037162801806,77.07647516232792,95.36062104022278,89.14193778246963,720,1280,264.11914956665987,453.25383150045064,84.79436749881725,1234.4327274157756,245.92497697799956,228.8501659919749
male,171.39127358254956,100.69994825256407,100.35772697769903,115.75155628239982,106.82936646278334,720,1280,231.39958052664517,489.3028170060338,76.9879253495944,1224.5293073982114,354.2215850445132,293.54904521473225
female,166.89193152080858,68.38223023527324,80.07038560447437,97.59477955749293,92.84485902831106,720,1280,256.89751423141587,464.3217917554148,78.88720264702292,1225.6984055635044,270.4655150220808,253.39579618303722
female,172.90085641593342,83.3190511512241,88.86209794445121,108.2169001935638,103.10813767181953,720,1280,244.8809378285075,472.54610871109026,71.06125082552634,1233.8590254596559,294.4666317073784,277.8376039828902
female,165.66508405505715,56.447650689759314,72.82698674452686,88.26603327299534,84.0474717555475,720,1280,264.78109233526084,457.20064052318554,68.78154977207141,1217.9829998867099,249.61309305500703,234.14881385278287
female,165.02790899464583,62.89511503861463,74.60696169193862,90.67587845731789,85.28883118935202,720,1280,260.4582654080086,458.43521526517395,81.21715958560024,1241.5700509009014,260.17762024535676,243.68450182087378
male,193.39331729296907,55.36820673516835,76.50896478966499,88.90948624619531,80.4140429240993,720,1280,274.55321757347747,446.1891495910876,89.07388366087838,1218.6246571184843,234.61740085303018,197.3305202745903
female,163.80835292615956,69.03041187651826,82.62473584555765,100.2294936335905,95.31602514272261,720,1280,251.07115419813,469.2388005253916,85.22678157715288,1224.4076715791773,285.10582986326244,266.151411517523
female,169.22356609664064,90.41005534541301,96.57855794998248,117.58345781436357,112.48128954722074,720,1280,235.8018140363914,484.2693856697938,89.15167606756117,1230.589550161765,320.424368914065,301.0407381759606
female,172.96308280586152,56.08881368270757,72.57723845068921,87.68451909781652,85.17197034075255,720,1280,268.0712542136439,451.8031768493511,69.45458626732145,1240.5503999813695,243.24129602931032,228.74329162012992
female,164.90889415376643,92.94885335756956,97.51371891871824,117.61364974990673,113.04035436197655,720,1280,231.1295446744833,485.97942849316763,81.74814077016126,1217.3748039875775,333.82296150611694,310.17927961302905
male,182.7570797433748,52.71575215060264,73.89296395918096,85.31577809708945,78.62463909554775,720,1280,268.6438954555514,451.0866348411758,65.40518124856258,1231.0412933478465,246.60562770210274,204.6309488393105
male,157.35310667882686,61.28189448575837,76.01896020904114,87.90890090620626,80.31414055473326,720,1280,252.2523083149329,468.6078202007188,71.20746548097792,1233.7123399765478,294.7208665218363,245.32596920879786
female,159.75258885576943,50.90817741753979,66.10816040796217,79.17035678743838,77.28215303606609,720,1280,268.11437816907215,449.21690697439317,72.02658351955421,1225.5789024043513,235.7803279498484,220.46863491354432
male,187.8546693186339,86.59994496002635,91.07927880938907,106.42363336762122,97.72891707334381,720,1280,253.39902968942854,465.26420919642635,87.19866870910758,1235.5136680812711,291.84852215733383,243.08082737750212
male,165.32338292128594,67.90044409664904,80.06198674161845,94.12197573617993,83.74828242217919,720,1280,252.6095181015605,466.5555917489939,69.9025480396744,1229.6732591998068,294.35250536853914,247.0944452961976
female,164.59857512340128,55.42346016949535,70.53687085133879,85.41952616348051,80.4863227803747,720,1280,264.9917269004434,454.19801397849454,86.08815184624032,1234.0636273112143,242.82519504304975,227.5679265640626
